hash_dec	hash_le	db_entry	name	perf_le
3900851271	47 44 82 E8	dod_cha_rt_71_pp1v3	Dodge Challenger R/T - Style Pack 1	13 04 E8 1F
1063685932	2C 8F 66 3F	dod_cha_rt_71_pp1v4	Dodge Challenger R/T - Style Pack 1	13 04 E8 1F
3309512688	F0 27 43 C5	dod_cha_rt_71_pp1v5	Dodge Challenger R/T - Style Pack 1	13 04 E8 1F
1020247841	21 BF CF 3C	dod_cha_rt_71_pp1v6	Dodge Challenger R/T - Style Pack 1	13 04 E8 1F
2584959145	A9 58 13 9A	dod_cha_rt_71_pp1v7	Dodge Challenger R/T - Style Pack 1	13 04 E8 1F
3885238718	BE 09 94 E7	dod_cha_rt_71_pp1v8	Dodge Challenger R/T - Style Pack 1	13 04 E8 1F
4214071911	67 A2 2D FB	dod_cha_rt_71_pp2v1	Dodge Challenger R/T - Retro Racer Pack	4B 29 A6 46
2137994581	55 35 6F 7F	dod_cha_rt_71_pp2v2	Dodge Challenger R/T - Retro Racer Pack	4B 29 A6 46
3618386071	97 30 AC D7	dod_cha_rt_71_pp2v3	Dodge Challenger R/T - Retro Racer Pack	4B 29 A6 46
257632106	6A 27 5B 0F	dod_cha_rt_71_pp2v4	Dodge Challenger R/T - Retro Racer Pack	4B 29 A6 46
2197807037	BD DF FF 82	dod_cha_rt_71_pp2v5	Dodge Challenger R/T - Retro Racer Pack	4B 29 A6 46
1848995544	D8 6E 35 6E	dod_cha_rt_71_pp2v6	Dodge Challenger R/T - Retro Racer Pack	4B 29 A6 46
2899476268	2C 7F D2 AC	dod_cha_rt_71_pp2v7	Dodge Challenger R/T - Retro Racer Pack	4B 29 A6 46
3048083011	43 0E AE B5	dod_cha_rt_71_pp2v8	Dodge Challenger R/T - Retro Racer Pack	4B 29 A6 46
658081404	7C 86 39 27	dod_cha_rt_71_pp_stock_1	Dodge Challenger R/T	00 00 00 00
353759425	C1 F0 15 15	dod_cha_rt_71_pp_stock_2	Dodge Challenger R/T	00 00 00 00
897078296	18 54 78 35	dod_cha_rt_71_pp_stock_3	Dodge Challenger R/T	00 00 00 00
904978235	3B DF F0 35	dod_cha_rt_71_pp_stock_4	Dodge Challenger R/T	00 00 00 00
1838233732	84 38 91 6D	dod_cha_rt_71_pp_stock_5	Dodge Challenger R/T	00 00 00 00
2193678947	63 E2 C0 82	dod_cha_rt_71_pp_stock_6	Dodge Challenger R/T	00 00 00 00
1587191578	1A 9F 9A 5E	dod_cha_rt_71_pp_stock_7	Dodge Challenger R/T	00 00 00 00
3371414360	58 B3 F3 C8	dod_cha_rt_71_pp_stock_8	Dodge Challenger R/T	00 00 00 00
2533043608	98 2D FB 96	dod_cha_srt_08	Dodge Challenger SRT-8	00 00 00 00
678390126	6E 69 6F 28	dod_cha_srt_08_adsales_1	Dodge Challenger SRT-8 - Signature Edition	A4 FB 4D 39
445568052	34 D4 8E 1A	dod_cha_srt_08_ai_003	Dodge Challenger SRT-8	AE 00 AC 2A
318359731	B3 C8 F9 12	dod_cha_srt_08_ai_022	Dodge Challenger SRT-8	AE 00 AC 2A
3991513197	6D A8 E9 ED	dod_cha_srt_08_ai_126	Dodge Challenger SRT-8	46 D5 35 B1
2743465600	80 F6 85 A3	dod_cha_srt_08_ai_127	Dodge Challenger SRT-8	46 D5 35 B1
3314643974	06 74 91 C5	dod_cha_srt_08_ai_173	Dodge Challenger SRT-8	63 8D 8E CC
286180983	77 C6 0E 11	dod_cha_srt_08_ai_178	Dodge Challenger SRT-8	63 8D 8E CC
3431894371	63 8D 8E CC	dod_cha_srt_08_nfs_e	Dodge Challenger SRT-8 - NFS Edition	63 8D 8E CC
1508953622	16 CE F0 59	dod_cha_srt_08_pp1v1	Dodge Challenger SRT-8 - Style Pack 1	5E 16 87 1E
2528891039	9F D0 BB 96	dod_cha_srt_08_pp1v2	Dodge Challenger SRT-8 - Style Pack 1	5E 16 87 1E
3175447281	F1 7A 45 BD	dod_cha_srt_08_pp1v3	Dodge Challenger SRT-8 - Style Pack 1	5E 16 87 1E
4099493173	35 4D 59 F4	dod_cha_srt_08_pp1v4	Dodge Challenger SRT-8 - Style Pack 1	5E 16 87 1E
1079772769	61 06 5C 40	dod_cha_srt_08_pp1v5	Dodge Challenger SRT-8 - Style Pack 1	5E 16 87 1E
532773868	EC 7B C1 1F	dod_cha_srt_08_pp1v6	Dodge Challenger SRT-8 - Style Pack 1	5E 16 87 1E
2675967720	E8 06 80 9F	dod_cha_srt_08_pp1v7	Dodge Challenger SRT-8 - Style Pack 1	5E 16 87 1E
955608797	DD 6E F5 38	dod_cha_srt_08_pp1v8	Dodge Challenger SRT-8 - Style Pack 1	5E 16 87 1E
2030725618	F2 69 0A 79	dod_cha_srt_08_pp2v1	Dodge Challenger SRT-8 - Style Pack 2	AE 52 AC CA
3406571243	EB 26 0C CB	dod_cha_srt_08_pp2v2	Dodge Challenger SRT-8 - Style Pack 2	AE 52 AC CA
3524897622	56 AB 19 D2	dod_cha_srt_08_pp2v3	Dodge Challenger SRT-8 - Style Pack 2	AE 52 AC CA
1602649569	E1 7D 86 5F	dod_cha_srt_08_pp2v4	Dodge Challenger SRT-8 - Style Pack 2	AE 52 AC CA
1312845808	F0 6F 40 4E	dod_cha_srt_08_pp2v5	Dodge Challenger SRT-8 - Style Pack 2	AE 52 AC CA
186070587	3B 36 17 0B	dod_cha_srt_08_pp2v6	Dodge Challenger SRT-8 - Style Pack 2	AE 52 AC CA
1056244560	50 03 F5 3E	dod_cha_srt_08_pp2v7	Dodge Challenger SRT-8 - Style Pack 2	AE 52 AC CA
3943755646	7E EF 10 EB	dod_cha_srt_08_pp2v8	Dodge Challenger SRT-8 - Style Pack 2	AE 52 AC CA
3723072512	00 94 E9 DD	dod_cha_srt_08_pp3v1	Dodge Challenger SRT-8 - Retro Racer Pack	88 AE 5D 38
2824601114	1A FE 5B A8	dod_cha_srt_08_pp3v2	Dodge Challenger SRT-8 - Retro Racer Pack	88 AE 5D 38
41240107	2B 46 75 02	dod_cha_srt_08_pp3v3	Dodge Challenger SRT-8 - Retro Racer Pack	88 AE 5D 38
2754212122	1A F1 29 A4	dod_cha_srt_08_pp3v4	Dodge Challenger SRT-8 - Retro Racer Pack	88 AE 5D 38
3370642556	7C EC E7 C8	dod_cha_srt_08_pp3v5	Dodge Challenger SRT-8 - Retro Racer Pack	88 AE 5D 38
4029334028	0C C2 2A F0	dod_cha_srt_08_pp3v6	Dodge Challenger SRT-8 - Retro Racer Pack	88 AE 5D 38
531960730	9A 13 B5 1F	dod_cha_srt_08_pp3v7	Dodge Challenger SRT-8 - Retro Racer Pack	88 AE 5D 38
2337734356	D4 FE 56 8B	dod_cha_srt_08_pp3v8	Dodge Challenger SRT-8 - Retro Racer Pack	88 AE 5D 38
3222777162	4A AD 17 C0	dod_cha_srt_08_pp_stock_1	Dodge Challenger SRT-8	00 00 00 00
2076012005	E5 6D BD 7B	dod_cha_srt_08_pp_stock_2	Dodge Challenger SRT-8	00 00 00 00
2465573750	76 AB F5 92	dod_cha_srt_08_pp_stock_3	Dodge Challenger SRT-8	00 00 00 00
3733569153	81 BE 89 DE	dod_cha_srt_08_pp_stock_4	Dodge Challenger SRT-8	00 00 00 00
4021336161	61 B8 B0 EF	dod_cha_srt_08_pp_stock_5	Dodge Challenger SRT-8	00 00 00 00
1268054485	D5 F9 94 4B	dod_cha_srt_08_pp_stock_6	Dodge Challenger SRT-8	00 00 00 00
1787658266	1A 80 8D 6A	dod_cha_srt_08_pp_stock_7	Dodge Challenger SRT-8	00 00 00 00
548055888	50 AB AA 20	dod_cha_srt_08_pp_stock_8	Dodge Challenger SRT-8	00 00 00 00
242635328	40 52 76 0E	dod_chr_taxi_player	Dodge Charger SRT-8 - Signature Edition	83 E0 DC 3A
3948928930	A2 DF 5F EB	for_foc_rs_10	Ford Focus RS	00 00 00 00
3394572208	B0 0F 55 CA	for_foc_rs_10_ai_087	Ford Focus RS	75 BE 8D 9F
2173299523	43 EB 89 81	for_foc_rs_10_ai_102	Ford Focus RS	75 BE 8D 9F
3696810700	CC DA 58 DC	for_foc_rs_10_ai_111	Ford Focus RS	75 BE 8D 9F
724415120	90 B2 2D 2B	for_foc_rs_10_ai_150	Ford Focus RS	75 BE 8D 9F
1090569950	DE C6 00 41	for_foc_rs_10_ai_236	Ford Focus RS	75 BE 8D 9F
224517341	DD DC 61 0D	for_foc_rs_10_nfs_e	Ford Focus RS - NFS Edition	75 BE 8D 9F
3857115355	DB E8 E6 E5	for_foc_rs_10_pp1v1	Ford Focus RS - Style Pack 1	36 5E 72 C4
1654405316	C4 38 9C 62	for_foc_rs_10_pp1v2	Ford Focus RS - Style Pack 1	36 5E 72 C4
390418946	02 52 45 17	for_foc_rs_10_pp1v3	Ford Focus RS - Style Pack 1	36 5E 72 C4
2458324892	9C 0F 87 92	for_foc_rs_10_pp1v4	Ford Focus RS - Style Pack 1	36 5E 72 C4
2221233881	D9 56 65 84	for_foc_rs_10_pp1v5	Ford Focus RS - Style Pack 1	36 5E 72 C4
5886596	84 D2 59 00	for_foc_rs_10_pp1v6	Ford Focus RS - Style Pack 1	36 5E 72 C4
1259645323	8B A9 14 4B	for_foc_rs_10_pp1v7	Ford Focus RS - Style Pack 1	36 5E 72 C4
1475256620	2C A1 EE 57	for_foc_rs_10_pp1v8	Ford Focus RS - Style Pack 1	36 5E 72 C4
938146008	D8 F8 EA 37	for_foc_rs_10_pp2v1	Ford Focus RS - Tuner Pack	24 88 4F C5
533641393	B1 B8 CE 1F	for_foc_rs_10_pp2v2	Ford Focus RS - Tuner Pack	24 88 4F C5
3516487406	EE 56 99 D1	for_foc_rs_10_pp2v3	Ford Focus RS - Tuner Pack	24 88 4F C5
2454307028	D4 C0 49 92	for_foc_rs_10_pp2v4	Ford Focus RS - Tuner Pack	24 88 4F C5
1235409338	BA D9 A2 49	for_foc_rs_10_pp2v5	Ford Focus RS - Tuner Pack	24 88 4F C5
7557402	1A 51 73 00	for_foc_rs_10_pp2v6	Ford Focus RS - Tuner Pack	24 88 4F C5
288567603	33 31 33 11	for_foc_rs_10_pp2v7	Ford Focus RS - Tuner Pack	24 88 4F C5
1473122856	28 12 CE 57	for_foc_rs_10_pp2v8	Ford Focus RS - Tuner Pack	24 88 4F C5
3083337156	C4 FD C7 B7	for_foc_rs_10_pp3v1	Ford Focus RS - Racer Pack	40 34 D3 E1
1206613802	2A 77 EB 47	for_foc_rs_10_pp3v2	Ford Focus RS - Racer Pack	40 34 D3 E1
1120131142	46 D8 C3 42	for_foc_rs_10_pp3v3	Ford Focus RS - Racer Pack	40 34 D3 E1
439327682	C2 9B 2F 1A	for_foc_rs_10_pp3v4	Ford Focus RS - Racer Pack	40 34 D3 E1
1173040503	77 2D EB 45	for_foc_rs_10_pp3v5	Ford Focus RS - Racer Pack	40 34 D3 E1
3248936855	97 D7 A6 C1	for_foc_rs_10_pp3v6	Ford Focus RS - Racer Pack	40 34 D3 E1
497917033	69 9C AD 1D	for_foc_rs_10_pp3v7	Ford Focus RS - Racer Pack	40 34 D3 E1
1649631085	6D 5F 53 62	for_foc_rs_10_pp3v8	Ford Focus RS - Racer Pack	40 34 D3 E1
699181181	7D A8 AC 29	for_foc_rs_10_pp_rare_1	Ford Focus RS - Signature Edition	7D 6B A7 0C
1591789701	85 C8 E0 5E	for_foc_rs_10_pp_run	Ford Focus RS - NFS Edition	75 BE 8D 9F
752538996	74 D5 DA 2C	for_foc_rs_10_pp_stock_1	Ford Focus RS	00 00 00 00
2322120291	63 BE 68 8A	for_foc_rs_10_pp_stock_2	Ford Focus RS	00 00 00 00
1795871236	04 D2 0A 6B	for_foc_rs_10_pp_stock_3	Ford Focus RS	00 00 00 00
745559846	26 57 70 2C	for_foc_rs_10_pp_stock_4	Ford Focus RS	00 00 00 00
3082962042	7A 44 C2 B7	for_foc_rs_10_pp_stock_5	Ford Focus RS	00 00 00 00
1857142241	E1 BD B1 6E	for_foc_rs_10_pp_stock_6	Ford Focus RS	00 00 00 00
4072045797	E5 7C B6 F2	for_foc_rs_10_pp_stock_7	Ford Focus RS	00 00 00 00
1694150132	F4 AD FA 64	for_foc_rs_10_pp_stock_8	Ford Focus RS	00 00 00 00
2917614844	FC 44 E7 AD	for_gt_stk_06	Ford GT	00 00 00 00
2224367004	9C 25 95 84	for_gt_stk_06_adsales_1	Ford GT - Signature Edition	A2 6B 8E 8F
2911404618	4A 82 88 AD	for_gt_stk_06_ai_189	Ford GT	FC 44 E7 AD
3268712543	5F 98 D4 C2	for_gt_stk_06_ai_202	Ford GT	12 72 B5 2A
435948855	37 0D FC 19	for_gt_stk_06_ai_226	Ford GT	57 38 95 0F
1732090001	91 98 3D 67	for_gt_stk_06_ai_246	Ford GT	C0 FA 63 8F
343400313	79 DF 77 14	for_gt_stk_06_ai_247	Ford GT	C0 FA 63 8F
1588264861	9D FF AA 5E	for_gt_stk_06_nfs_e	Ford GT - NFS Edition	9D FF AA 5E
3350773245	FD BD B8 C7	for_gt_stk_06_pp1v1	Ford GT - Style Pack 1	12 72 B5 2A
1175221798	26 76 0C 46	for_gt_stk_06_pp1v2	Ford GT - Style Pack 1	12 72 B5 2A
2937226609	71 85 12 AF	for_gt_stk_06_pp1v3	Ford GT - Style Pack 1	12 72 B5 2A
111301966	4E 55 A2 06	for_gt_stk_06_pp1v4	Ford GT - Style Pack 1	12 72 B5 2A
4018693021	9D 63 88 EF	for_gt_stk_06_pp1v5	Ford GT - Style Pack 1	12 72 B5 2A
2633289072	70 CD F4 9C	for_gt_stk_06_pp1v6	Ford GT - Style Pack 1	12 72 B5 2A
2720742699	2B 3D 2B A2	for_gt_stk_06_pp1v7	Ford GT - Style Pack 1	12 72 B5 2A
3341126204	3C 8A 25 C7	for_gt_stk_06_pp1v8	Ford GT - Style Pack 1	12 72 B5 2A
648100069	E5 38 A1 26	for_gt_stk_06_pp2v1	Ford GT - Circuit Racer Pack	57 38 95 0F
3509426247	47 98 2D D1	for_gt_stk_06_pp2v2	Ford GT - Circuit Racer Pack	57 38 95 0F
513541419	2B 05 9C 1E	for_gt_stk_06_pp2v3	Ford GT - Circuit Racer Pack	57 38 95 0F
2347611717	45 B6 ED 8B	for_gt_stk_06_pp2v4	Ford GT - Circuit Racer Pack	57 38 95 0F
935297120	60 80 BF 37	for_gt_stk_06_pp2v5	Ford GT - Circuit Racer Pack	57 38 95 0F
164293821	BD EC CA 09	for_gt_stk_06_pp2v6	Ford GT - Circuit Racer Pack	57 38 95 0F
1690649669	45 44 C5 64	for_gt_stk_06_pp2v7	Ford GT - Circuit Racer Pack	57 38 95 0F
2163329723	BB CA F1 80	for_gt_stk_06_pp2v8	Ford GT - Circuit Racer Pack	57 38 95 0F
1444633056	E0 59 1B 56	for_gt_stk_06_pp_rare_1	Ford GT - Signature Edition	F1 E7 A4 5B
3485803844	44 25 C5 CF	for_gt_stk_06_pp_stock_1	Ford GT	00 00 00 00
3209079929	79 AC 46 BF	for_gt_stk_06_pp_stock_2	Ford GT	00 00 00 00
3656471801	F9 54 F1 D9	for_gt_stk_06_pp_stock_3	Ford GT	00 00 00 00
1015004538	7A BD 7F 3C	for_gt_stk_06_pp_stock_4	Ford GT	00 00 00 00
1166891482	DA 59 8D 45	for_gt_stk_06_pp_stock_5	Ford GT	00 00 00 00
1089384316	7C AF EE 40	for_gt_stk_06_pp_stock_6	Ford GT	00 00 00 00
1478755400	48 04 24 58	for_gt_stk_06_pp_stock_7	Ford GT	00 00 00 00
2351838632	A8 35 2E 8C	for_gt_stk_06_pp_stock_8	Ford GT	00 00 00 00
2640214240	E0 78 5E 9D	for_mus_302_69	Ford Mustang Boss 302 (1969)	00 00 00 00
268766097	91 0B 05 10	for_mus_302_69_adsales_1	Ford Mustang Boss 302 (1969)	5A 35 E3 7D
28547989	95 9B B3 01	for_mus_302_69_ai_103	Ford Mustang Boss 302 (1969)	A3 E8 FF AC
3592138099	73 AD 1B D6	for_mus_302_69_ai_112	Ford Mustang Boss 302 (1969)	A3 E8 FF AC
659679187	D3 E7 51 27	for_mus_302_69_ai_283	Ford Mustang Boss 302 (1969)	A3 E8 FF AC
1106812868	C4 9F F8 41	for_mus_302_69_ai_284	Ford Mustang Boss 302 (1969)	A3 E8 FF AC
2902452387	A3 E8 FF AC	for_mus_302_69_nfs_e	Ford Mustang Boss 302 (1969)	A3 E8 FF AC
1063469671	67 42 63 3F	for_mus_302_69_pp1v1	Ford Mustang Boss 302 (1969) - Style Pack 1	71 21 CA FD
584464136	08 37 D6 22	for_mus_302_69_pp1v2	Ford Mustang Boss 302 (1969) - Style Pack 1	71 21 CA FD
641952720	D0 6B 43 26	for_mus_302_69_pp1v3	Ford Mustang Boss 302 (1969) - Style Pack 1	71 21 CA FD
1906183202	22 0C 9E 71	for_mus_302_69_pp1v4	Ford Mustang Boss 302 (1969) - Style Pack 1	71 21 CA FD
1710366450	F2 1E F2 65	for_mus_302_69_pp1v5	Ford Mustang Boss 302 (1969) - Style Pack 1	71 21 CA FD
1755707261	7D F7 A5 68	for_mus_302_69_pp1v6	Ford Mustang Boss 302 (1969) - Style Pack 1	71 21 CA FD
1450737518	6E 7F 78 56	for_mus_302_69_pp1v7	Ford Mustang Boss 302 (1969) - Style Pack 1	71 21 CA FD
3898373130	0A 74 5C E8	for_mus_302_69_pp1v8	Ford Mustang Boss 302 (1969) - Style Pack 1	71 21 CA FD
3578160804	A4 66 46 D5	for_mus_302_69_pp2v1	Ford Mustang Boss 302 (1969) - Retro Racer Pack	8D 57 77 F2
3279219555	63 EB 74 C3	for_mus_302_69_pp2v2	Ford Mustang Boss 302 (1969) - Retro Racer Pack	8D 57 77 F2
2985510403	03 46 F3 B1	for_mus_302_69_pp2v3	Ford Mustang Boss 302 (1969) - Retro Racer Pack	8D 57 77 F2
2600607049	49 1D 02 9B	for_mus_302_69_pp2v4	Ford Mustang Boss 302 (1969) - Retro Racer Pack	8D 57 77 F2
3821591088	30 DA C8 E3	for_mus_302_69_pp2v5	Ford Mustang Boss 302 (1969) - Retro Racer Pack	8D 57 77 F2
1988328761	39 7D 83 76	for_mus_302_69_pp2v6	Ford Mustang Boss 302 (1969) - Retro Racer Pack	8D 57 77 F2
1433283390	3E 2B 6E 55	for_mus_302_69_pp2v7	Ford Mustang Boss 302 (1969) - Retro Racer Pack	8D 57 77 F2
3650460750	4E 9C 95 D9	for_mus_302_69_pp2v8	Ford Mustang Boss 302 (1969) - Retro Racer Pack	8D 57 77 F2
1500183094	36 FA 6A 59	for_mus_302_69_pp_stock_1	Ford Mustang Boss 302 (1969)	00 00 00 00
162166122	6A 75 AA 09	for_mus_302_69_pp_stock_2	Ford Mustang Boss 302 (1969)	00 00 00 00
161538668	6C E2 A0 09	for_mus_302_69_pp_stock_3	Ford Mustang Boss 302 (1969)	00 00 00 00
2191334224	50 1B 9D 82	for_mus_302_69_pp_stock_4	Ford Mustang Boss 302 (1969)	00 00 00 00
3348852928	C0 70 9B C7	for_mus_302_69_pp_stock_5	Ford Mustang Boss 302 (1969)	00 00 00 00
2138722167	77 4F 7A 7F	for_mus_302_69_pp_stock_6	Ford Mustang Boss 302 (1969)	00 00 00 00
3095976600	98 DA 88 B8	for_mus_302_69_pp_stock_7	Ford Mustang Boss 302 (1969)	00 00 00 00
3713352339	93 42 55 DD	for_mus_302_69_pp_stock_8	Ford Mustang Boss 302 (1969)	00 00 00 00
2758255611	FB A3 67 A4	for_mus_bos_12	Ford Mustang Boss 302	00 00 00 00
3045319024	70 E1 83 B5	for_mus_bos_12_ai_082	Ford Mustang Boss 302	DE 26 11 F3
3145508557	CD A6 7C BB	for_mus_bos_12_ai_138	Ford Mustang Boss 302	DE 26 11 F3
1179843585	01 FC 52 46	for_mus_bos_12_ai_139	Ford Mustang Boss 302	DE 26 11 F3
1926429425	F1 FA D2 72	for_mus_bos_12_ai_188	Ford Mustang Boss 302	DE 26 11 F3
3759721302	56 CB 18 E0	for_mus_bos_12_pp1v1	Ford Mustang Boss 302 - Style Pack 1	A4 04 24 22
3720534861	4D DB C2 DD	for_mus_bos_12_pp1v2	Ford Mustang Boss 302 - Style Pack 1	A4 04 24 22
2385683520	40 A4 32 8E	for_mus_bos_12_pp1v3	Ford Mustang Boss 302 - Style Pack 1	A4 04 24 22
140815834	DA AD 64 08	for_mus_bos_12_pp1v4	Ford Mustang Boss 302 - Style Pack 1	A4 04 24 22
1308965489	71 3A 05 4E	for_mus_bos_12_pp1v5	Ford Mustang Boss 302 - Style Pack 1	A4 04 24 22
1221809540	84 55 D3 48	for_mus_bos_12_pp1v6	Ford Mustang Boss 302 - Style Pack 1	A4 04 24 22
3241167484	7C 4A 30 C1	for_mus_bos_12_pp1v7	Ford Mustang Boss 302 - Style Pack 1	A4 04 24 22
3670767971	63 79 CB DA	for_mus_bos_12_pp1v8	Ford Mustang Boss 302 - Style Pack 1	A4 04 24 22
3035683111	27 D9 F0 B4	for_mus_bos_12_pp2v1	Ford Mustang Boss 302 - Style Pack 2	5E E8 C4 2F
307691474	D2 FF 56 12	for_mus_bos_12_pp2v2	Ford Mustang Boss 302 - Style Pack 2	5E E8 C4 2F
159189073	51 08 7D 09	for_mus_bos_12_pp2v3	Ford Mustang Boss 302 - Style Pack 2	5E E8 C4 2F
4001529179	5B 7D 82 EE	for_mus_bos_12_pp2v4	Ford Mustang Boss 302 - Style Pack 2	5E E8 C4 2F
2744701810	72 D3 98 A3	for_mus_bos_12_pp2v5	Ford Mustang Boss 302 - Style Pack 2	5E E8 C4 2F
3565616175	2F FC 86 D4	for_mus_bos_12_pp2v6	Ford Mustang Boss 302 - Style Pack 2	5E E8 C4 2F
2473802030	2E 39 73 93	for_mus_bos_12_pp2v7	Ford Mustang Boss 302 - Style Pack 2	5E E8 C4 2F
3079719505	51 CA 90 B7	for_mus_bos_12_pp2v8	Ford Mustang Boss 302 - Style Pack 2	5E E8 C4 2F
2677866141	9D FE 9C 9F	for_mus_bos_12_pp3v1	Ford Mustang Boss 302 - Track Day Racer Pack	BC 23 14 A0
3353404568	98 E4 E0 C7	for_mus_bos_12_pp3v2	Ford Mustang Boss 302 - Track Day Racer Pack	BC 23 14 A0
2589015554	02 3E 51 9A	for_mus_bos_12_pp3v3	Ford Mustang Boss 302 - Track Day Racer Pack	BC 23 14 A0
2802089094	86 7C 04 A7	for_mus_bos_12_pp3v4	Ford Mustang Boss 302 - Track Day Racer Pack	BC 23 14 A0
3927638704	B0 02 1B EA	for_mus_bos_12_pp3v5	Ford Mustang Boss 302 - Track Day Racer Pack	BC 23 14 A0
3463177143	B7 E3 6B CE	for_mus_bos_12_pp3v6	Ford Mustang Boss 302 - Track Day Racer Pack	BC 23 14 A0
1670194214	26 24 8D 63	for_mus_bos_12_pp3v7	Ford Mustang Boss 302 - Track Day Racer Pack	BC 23 14 A0
95762217	29 37 B5 05	for_mus_bos_12_pp3v8	Ford Mustang Boss 302 - Track Day Racer Pack	BC 23 14 A0
4214528836	44 9B 34 FB	for_mus_bos_12_pp_rare_1	Ford Mustang Boss 302 - Signature Edition	9C 3D 18 F1
1568490548	34 44 7D 5D	for_mus_bos_12_pp_stock_1	Ford Mustang Boss 302	00 00 00 00
2772402355	B3 80 3F A5	for_mus_bos_12_pp_stock_2	Ford Mustang Boss 302	00 00 00 00
3001584993	61 8D E8 B2	for_mus_bos_12_pp_stock_3	Ford Mustang Boss 302	00 00 00 00
2481102701	6D 9F E2 93	for_mus_bos_12_pp_stock_4	Ford Mustang Boss 302	00 00 00 00
1187692468	B4 BF CA 46	for_mus_bos_12_pp_stock_5	Ford Mustang Boss 302	00 00 00 00
274177990	C6 9F 57 10	for_mus_bos_12_pp_stock_6	Ford Mustang Boss 302	00 00 00 00
4060775983	2F 86 0A F2	for_mus_bos_12_pp_stock_7	Ford Mustang Boss 302	00 00 00 00
3897385587	73 62 4D E8	for_mus_bos_12_pp_stock_8	Ford Mustang Boss 302	00 00 00 00
4115342534	C6 24 4B F5	for_mus_bos_12_presale_1	Ford Mustang Boss 302 - Signature Edition	DE 26 11 F3
2593918134	B6 0C 9C 9A	for_mus_rtr_12	Ford Mustang RTR	00 00 00 00
1133916393	E9 30 96 43	for_mus_rtr_12_ai_097	Ford Mustang RTR	1D 2B D1 95
86544611	E3 90 28 05	for_mus_rtr_12_ai_109	Ford Mustang RTR	1D 2B D1 95
2543371384	78 C4 98 97	for_mus_rtr_12_ai_147	Ford Mustang RTR	1D 2B D1 95
1045718471	C7 65 54 3E	for_mus_rtr_12_ai_205	Ford Mustang RTR	1D 2B D1 95
547840956	BC 63 A7 20	for_mus_rtr_12_ai_251	Ford Mustang RTR	1D 2B D1 95
1072466937	F9 8B EC 3F	for_mus_rtr_12_pp1v1	Ford Mustang RTR - RTR:C Pack	A5 B1 76 AB
2965933435	7B 8D C8 B0	for_mus_rtr_12_pp_stock_1	Ford Mustang RTR	00 00 00 00
1313794053	05 E8 4E 4E	for_mus_rtr_12_pp_stock_2	Ford Mustang RTR	00 00 00 00
2049946183	47 B2 2F 7A	for_mus_rtr_12_pp_stock_3	Ford Mustang RTR	00 00 00 00
2726370297	F9 1B 81 A2	for_mus_rtr_12_pp_stock_4	Ford Mustang RTR	00 00 00 00
3554682720	60 27 E0 D3	for_mus_rtr_12_pp_stock_5	Ford Mustang RTR	00 00 00 00
176467627	AB AE 84 0A	for_mus_rtr_12_pp_stock_6	Ford Mustang RTR	00 00 00 00
3984629468	DC 9E 80 ED	for_mus_rtr_12_pp_stock_7	Ford Mustang RTR	00 00 00 00
2044319001	19 D5 D9 79	for_mus_rtr_12_pp_stock_8	Ford Mustang RTR	00 00 00 00
3256513417	89 73 1A C2	for_must_rtr_12_nfs_e	Ford Mustang RTR - NFS Edition	1D 2B D1 95
2658218178	C2 30 71 9E	for_pol_int_11	Ford PolIce Interceptor	00 00 00 00
2164596472	F8 1E 05 81	for_pol_int_11_ai	Ford PolIce Interceptor	F8 1E 05 81
3947602234	3A A1 4B EB	for_pol_int_11_cop	Ford PolIce Interceptor	C2 30 71 9E
3741623632	50 A5 04 DF	for_pol_int_11_escape	Ford PolIce Interceptor	C2 30 71 9E
1558783374	8E 25 E9 5C	for_pol_int_11_fed	Ford PolIce Interceptor	F8 1E 05 81
1608446469	05 F2 DE 5F	for_rtr_x_69	Ford Mustang RXR-X (1969)	00 00 00 00
570367103	7F 1C FF 21	for_rtr_x_69_ai_249	Ford Mustang RXR-X (1969) - Signature Edition	05 F2 DE 5F
4293211659	0B 36 E5 FF	for_rtr_x_69_pp1v1	Ford Mustang RXR-X (1969) - Signature Edition	B8 FC 35 90
3675475195	FB 4C 13 DB	for_vic_taxi_player	Ford Crown Victoria - Sigtanure Edition	79 FB 05 0B
232523662	8E 07 DC 0D	gum_apo_s_11	Gumpert Apollo S	00 00 00 00
2604599393	61 08 3F 9B	gum_apo_s_11_pp1v1	Gumpert Apollo S - Style Pack 1	C9 A2 62 43
1428535737	B9 B9 25 55	gum_apo_s_11_pp1v2	Gumpert Apollo S - Style Pack 1	C9 A2 62 43
1269182954	EA 31 A6 4B	gum_apo_s_11_pp1v3	Gumpert Apollo S - Style Pack 1	C9 A2 62 43
3445163782	06 07 59 CD	gum_apo_s_11_pp1v4	Gumpert Apollo S - Style Pack 1	C9 A2 62 43
1267634863	AF 92 8E 4B	gum_apo_s_11_pp1v5	Gumpert Apollo S - Style Pack 1	C9 A2 62 43
1972342918	86 90 8F 75	gum_apo_s_11_pp1v6	Gumpert Apollo S - Style Pack 1	C9 A2 62 43
2708126175	DF B9 6A A1	gum_apo_s_11_pp1v7	Gumpert Apollo S - Style Pack 1	C9 A2 62 43
2599136713	C9 AD EB 9A	gum_apo_s_11_pp1v8	Gumpert Apollo S - Style Pack 1	C9 A2 62 43
